student_id,age,country,prior_programming_experience,weeks_in_course,hours_spent_learning_per_week,practice_problems_solved,projects_completed,tutorial_videos_watched,uses_kaggle,participates_in_discussion_forums,debugging_sessions_per_week,self_reported_confidence_python,final_exam_score,passed_exam,decision
2238,30,USA,No prior experience,4,3.5,74,0,43,0,1,5,1,13.3,0,Failed
2239,18,UK,Advanced,12,5.0,62,3,49,0,0,7,6,64.6,1,Passed
2240,51,Bangladesh,No prior experience,9,10.5,67,3,31,0,0,3,10,40.5,0,Failed
2241,19,UK,Advanced,11,5.5,60,3,39,1,1,6,10,88.3,1,Passed
2242,29,Indonesia,Intermediate,7,7.4,57,1,43,0,0,6,2,37.9,0,Failed
2243,40,Bangladesh,Intermediate,6,3.8,62,1,45,0,0,11,3,40.4,0,Failed
2244,25,USA,Beginner,4,8.0,59,1,44,1,1,5,9,58.5,0,Failed
2245,36,UK,Beginner,2,5.6,49,3,38,0,0,9,5,41.3,0,Failed
2246,51,Nigeria,Beginner,8,10.1,73,0,42,1,1,9,5,68.7,1,Passed
2247,27,India,No prior experience,6,9.3,66,1,35,0,1,10,1,19.6,0,Failed
2248,42,Germany,Beginner,12,5.5,55,2,34,0,0,7,10,39.1,0,Failed
2249,17,Other,Beginner,15,6.6,63,4,39,0,0,7,2,43.6,0,Failed
2250,28,Germany,Intermediate,3,5.3,68,4,32,0,0,4,9,71.3,1,Passed
2251,47,Indonesia,Beginner,7,2.7,69,0,43,0,0,4,7,29.4,0,Failed
2252,46,UK,No prior experience,10,4.4,60,9,41,0,0,3,4,52.2,0,Failed
2253,31,Brazil,No prior experience,7,7.6,69,0,37,0,1,4,7,39.4,0,Failed
2254,47,Bangladesh,Beginner,6,8.0,54,0,41,1,1,5,10,29.1,0,Failed
2255,47,UK,No prior experience,2,7.4,50,0,36,0,0,7,2,0.0,0,Failed
2256,49,Bangladesh,No prior experience,8,6.1,56,0,34,1,1,5,5,14.4,0,Failed
2257,26,Other,Intermediate,1,9.8,67,0,38,1,0,3,9,58.2,0,Failed
2258,25,Nigeria,Beginner,13,7.2,69,4,48,0,1,4,2,38.9,0,Failed
2259,30,Germany,Beginner,1,9.1,58,1,27,0,0,7,3,47.5,0,Failed
2260,32,India,No prior experience,6,1.7,49,2,36,0,0,7,5,14.3,0,Failed
2261,33,Other,Intermediate,5,0.0,59,2,47,1,1,6,5,53.7,0,Failed
2262,24,Other,No prior experience,9,7.9,53,1,42,1,0,2,8,27.6,0,Failed
2263,40,Germany,Intermediate,13,2.7,64,3,54,0,1,7,7,56.0,0,Failed
2264,29,Other,No prior experience,12,6.4,52,1,32,0,0,6,3,7.1,0,Failed
2265,40,Brazil,Intermediate,7,6.1,63,0,41,1,0,4,5,44.6,0,Failed
2266,37,Brazil,Beginner,2,11.8,49,3,50,1,1,4,8,71.9,1,Passed
2267,45,Pakistan,Beginner,13,8.2,65,4,43,0,1,5,5,60.3,1,Passed
2268,35,Pakistan,Beginner,12,7.5,59,1,40,0,0,6,2,38.1,0,Failed
2269,36,Brazil,Beginner,7,9.5,61,2,44,0,0,4,10,50.9,0,Failed
2270,47,USA,No prior experience,15,8.1,64,2,46,1,1,7,2,24.6,0,Failed
2271,36,Nigeria,Intermediate,3,5.6,59,2,39,1,1,7,1,43.5,0,Failed
2272,50,Bangladesh,No prior experience,1,10.2,70,0,42,0,1,3,6,34.2,0,Failed
2273,47,Nigeria,Advanced,11,3.7,54,2,42,0,1,6,1,41.0,0,Failed
2274,45,Indonesia,Intermediate,8,8.0,57,0,42,1,1,4,8,52.6,0,Failed
2275,54,Other,No prior experience,14,2.4,56,2,47,1,0,7,1,7.8,0,Failed
2276,27,India,Intermediate,12,7.6,42,4,36,0,1,3,8,54.4,0,Failed
2277,33,Other,Beginner,3,7.6,56,1,43,0,1,2,6,45.7,0,Failed
2278,36,Nigeria,No prior experience,11,12.0,68,1,37,0,1,4,9,43.7,0,Failed
2279,28,Brazil,Advanced,8,2.3,46,1,35,0,0,8,3,50.4,0,Failed
2280,36,Germany,Beginner,7,5.2,61,2,42,0,1,6,7,41.0,0,Failed
2281,23,Indonesia,Beginner,12,9.5,54,3,44,0,1,4,2,53.5,0,Failed
2282,22,Brazil,Beginner,15,8.0,74,1,38,1,1,6,5,53.7,0,Failed
2283,38,Nigeria,No prior experience,2,7.5,36,3,44,1,0,3,1,14.0,0,Failed
2284,47,Germany,Advanced,13,4.1,53,4,36,0,1,4,5,71.6,1,Passed
2285,26,India,No prior experience,14,5.2,60,1,44,1,1,5,8,23.0,0,Failed
2286,37,Nigeria,No prior experience,14,10.7,59,2,48,1,1,4,10,58.7,0,Failed
2287,37,Bangladesh,Beginner,1,6.8,73,3,43,0,1,4,3,58.6,0,Failed
2288,40,UK,Beginner,7,8.1,60,3,38,1,1,12,6,61.1,1,Passed
2289,37,Germany,Beginner,13,6.7,51,0,45,0,0,5,4,27.2,0,Failed
2290,43,Nigeria,No prior experience,1,3.5,43,2,29,1,0,4,8,12.2,0,Failed
2291,44,Brazil,No prior experience,6,9.8,55,3,39,0,0,3,2,46.3,0,Failed
2292,28,Bangladesh,No prior experience,13,8.5,67,4,45,0,1,10,5,35.3,0,Failed
2293,33,USA,Advanced,11,13.9,53,2,31,0,0,4,6,63.7,1,Passed
2294,17,Germany,No prior experience,10,4.0,62,1,35,0,1,6,8,18.1,0,Failed
2295,44,Bangladesh,Intermediate,11,9.5,58,3,33,0,1,6,2,61.5,1,Passed
2296,36,Brazil,Intermediate,10,3.1,71,2,44,1,1,1,9,37.0,0,Failed
2297,30,Nigeria,Intermediate,8,7.5,63,1,54,1,1,5,7,52.7,0,Failed
2298,42,Other,Intermediate,7,9.9,65,4,38,0,1,5,10,77.4,1,Passed
2299,46,India,No prior experience,4,0.8,62,5,43,0,1,8,4,43.8,0,Failed
2300,30,Other,No prior experience,1,6.4,66,2,48,1,0,5,10,36.6,0,Failed
2301,38,UK,Beginner,1,5.3,56,1,35,0,0,7,2,25.7,0,Failed
2302,39,Bangladesh,No prior experience,4,4.9,53,3,44,0,0,3,8,38.9,0,Failed
2303,28,UK,Intermediate,5,8.2,59,3,38,1,0,4,2,53.6,0,Failed
2304,37,India,Beginner,12,10.4,48,2,33,1,1,5,2,31.9,0,Failed
2305,52,Bangladesh,Intermediate,7,6.6,71,3,38,1,0,5,9,71.5,1,Passed
2306,48,Pakistan,No prior experience,14,7.6,62,0,34,0,1,8,4,7.5,0,Failed
2307,18,Brazil,Advanced,4,7.3,49,4,36,0,0,8,7,73.4,1,Passed
2308,34,Bangladesh,No prior experience,10,7.0,64,1,35,1,1,3,10,42.4,0,Failed
2309,38,Brazil,Beginner,14,3.7,60,0,39,1,0,3,4,21.5,0,Failed
2310,44,Other,Beginner,12,10.3,58,2,42,1,0,6,5,46.6,0,Failed
2311,45,Indonesia,Intermediate,1,7.9,54,2,42,0,0,6,1,54.7,0,Failed
2312,54,Germany,Beginner,11,8.2,54,0,44,1,1,4,10,45.4,0,Failed
2313,40,Indonesia,Advanced,10,4.6,60,3,38,0,0,2,1,48.2,0,Failed
2314,52,Nigeria,Advanced,7,5.6,54,4,42,0,1,8,10,80.0,1,Passed
2315,23,Germany,Intermediate,2,6.5,53,2,51,0,1,6,10,74.2,1,Passed
2316,31,Germany,No prior experience,13,2.4,78,0,33,1,0,3,3,5.6,0,Failed
2317,23,USA,Intermediate,11,1.9,59,2,34,0,0,3,6,40.0,0,Failed
2318,16,Germany,Intermediate,2,5.2,64,3,41,0,1,6,1,33.6,0,Failed
2319,20,India,No prior experience,8,8.6,65,2,41,1,0,2,4,40.2,0,Failed
2320,18,Indonesia,No prior experience,12,5.0,70,2,31,0,1,11,9,30.9,0,Failed
2321,16,Other,No prior experience,10,3.9,71,3,26,0,0,5,2,23.1,0,Failed
2322,19,Brazil,No prior experience,10,4.6,55,2,47,1,1,7,2,35.3,0,Failed
2323,50,Nigeria,Beginner,10,5.6,61,1,41,1,1,7,2,36.5,0,Failed
2324,47,Germany,Advanced,5,5.9,77,1,46,0,1,4,10,81.6,1,Passed
2325,49,Nigeria,Beginner,10,13.5,71,3,34,1,0,2,10,79.0,1,Passed
2326,40,Other,Beginner,2,10.2,63,1,33,0,1,5,7,52.1,0,Failed
2327,25,Nigeria,Advanced,5,10.1,67,4,47,1,1,3,7,68.7,1,Passed
2328,36,Other,No prior experience,8,10.5,87,1,39,1,1,3,6,23.2,0,Failed
2329,54,Germany,Intermediate,6,4.0,50,3,32,0,1,7,2,55.0,0,Failed
2330,42,Other,Beginner,3,3.3,57,2,40,1,1,9,5,43.0,0,Failed
2331,42,Germany,Beginner,8,3.7,56,3,30,0,1,2,6,40.2,0,Failed
2332,17,USA,No prior experience,15,11.0,55,1,39,0,1,4,6,28.8,0,Failed
2333,28,USA,Beginner,14,5.4,44,1,33,1,0,5,10,35.9,0,Failed
2334,24,Other,No prior experience,9,3.2,66,4,34,0,0,3,6,26.9,0,Failed
2335,51,USA,Intermediate,5,5.7,53,1,43,0,1,7,6,45.1,0,Failed
2336,37,Brazil,No prior experience,13,6.3,48,1,36,0,0,8,1,15.4,0,Failed
2337,41,Brazil,Intermediate,2,7.8,65,3,45,0,1,4,4,65.3,1,Passed
2338,27,USA,Beginner,2,7.8,55,0,43,1,1,2,1,21.4,0,Failed
2339,32,USA,No prior experience,7,4.5,63,2,42,1,0,9,3,31.1,0,Failed
2340,29,Pakistan,Beginner,1,9.1,69,1,42,0,0,2,2,37.6,0,Failed
2341,29,Pakistan,No prior experience,10,5.1,56,3,40,0,0,5,2,19.9,0,Failed
2342,49,Germany,Intermediate,12,6.5,76,1,42,0,1,2,6,55.3,0,Failed
2343,35,Other,Advanced,2,9.1,55,1,28,0,0,9,1,47.0,0,Failed
2344,26,UK,Intermediate,10,5.1,60,3,39,0,0,3,4,43.9,0,Failed
2345,31,UK,No prior experience,4,5.3,55,1,43,0,1,4,9,7.2,0,Failed
2346,46,USA,Beginner,1,8.8,63,3,44,0,0,5,3,49.5,0,Failed
2347,21,Nigeria,Beginner,4,4.4,49,3,31,1,1,4,8,44.5,0,Failed
2348,34,USA,Intermediate,13,5.8,57,4,56,1,1,9,9,72.3,1,Passed
2349,52,Pakistan,No prior experience,12,8.7,73,3,50,1,0,4,2,34.8,0,Failed
2350,19,Germany,Beginner,11,13.2,68,3,42,1,0,7,5,68.2,1,Passed
2351,19,USA,Beginner,13,8.8,60,0,45,0,0,4,6,32.3,0,Failed
2352,35,Indonesia,No prior experience,10,8.4,59,3,44,1,0,1,5,36.1,0,Failed
2353,25,Nigeria,No prior experience,15,8.6,64,2,40,1,0,4,6,43.4,0,Failed
2354,39,Indonesia,Beginner,5,3.8,57,4,32,1,1,5,5,30.6,0,Failed
2355,50,Germany,Intermediate,9,7.3,59,1,48,0,1,4,7,51.9,0,Failed
2356,41,Germany,Advanced,1,6.9,64,1,38,1,1,6,5,57.5,0,Failed
2357,52,Brazil,Beginner,12,8.0,54,0,48,1,0,5,5,45.3,0,Failed
2358,53,Bangladesh,Beginner,5,7.3,66,2,48,0,0,4,7,49.9,0,Failed
2359,36,Indonesia,No prior experience,2,8.1,58,0,35,1,0,9,3,27.5,0,Failed
2360,54,Brazil,Advanced,9,6.1,60,2,39,0,0,2,10,72.2,1,Passed
2361,36,Pakistan,Advanced,6,7.2,53,2,33,0,1,5,7,78.9,1,Passed
2362,25,India,Advanced,2,3.3,64,1,42,0,0,7,8,60.4,1,Passed
2363,53,Nigeria,Intermediate,14,6.0,58,0,40,0,0,4,5,33.4,0,Failed
2364,19,India,No prior experience,3,11.2,44,4,43,1,1,6,4,47.3,0,Failed
2365,35,Other,Intermediate,14,8.0,62,3,43,0,1,9,2,55.9,0,Failed
2366,32,Pakistan,Beginner,8,6.9,84,2,36,0,1,8,5,54.3,0,Failed
2367,22,Pakistan,No prior experience,1,12.7,71,0,44,1,0,1,6,35.8,0,Failed
2368,19,India,Intermediate,12,2.9,54,1,42,0,0,4,9,36.8,0,Failed
2369,44,Indonesia,No prior experience,3,3.7,58,0,48,1,0,7,6,15.8,0,Failed
2370,29,Bangladesh,No prior experience,13,12.1,57,3,42,1,0,8,6,34.0,0,Failed
2371,18,Indonesia,Beginner,10,7.1,63,2,33,0,1,5,6,42.0,0,Failed
2372,39,India,Beginner,1,6.3,63,0,57,1,1,8,8,44.4,0,Failed
2373,52,Other,Intermediate,11,3.4,58,1,27,0,1,4,6,31.0,0,Failed
2374,31,Indonesia,No prior experience,11,8.3,61,3,38,1,0,8,1,28.2,0,Failed
2375,19,UK,No prior experience,8,8.6,60,1,50,1,0,3,1,36.9,0,Failed
2376,39,Indonesia,No prior experience,1,3.7,64,2,37,1,1,3,10,36.7,0,Failed
2377,49,Germany,No prior experience,13,6.6,57,1,44,0,0,2,2,3.5,0,Failed
2378,45,Brazil,No prior experience,5,6.0,63,2,45,0,1,6,1,18.7,0,Failed
2379,33,Nigeria,Beginner,4,7.8,55,3,40,1,1,4,3,37.9,0,Failed
2380,34,Indonesia,Beginner,7,3.6,70,1,47,1,1,14,3,47.7,0,Failed
2381,46,Bangladesh,Intermediate,14,10.8,49,2,48,0,1,4,4,51.1,0,Failed
2382,34,Bangladesh,Advanced,5,9.7,64,1,42,0,0,7,6,64.0,1,Passed
2383,34,Indonesia,Beginner,8,5.9,70,2,35,0,1,8,10,61.2,1,Passed
2384,37,USA,No prior experience,12,6.4,58,2,42,1,0,4,7,33.2,0,Failed
2385,39,Pakistan,No prior experience,14,6.6,57,3,35,0,0,7,9,35.5,0,Failed
2386,27,Indonesia,Intermediate,11,4.7,72,1,36,1,0,4,8,53.4,0,Failed
2387,45,Pakistan,Beginner,1,5.7,69,0,49,1,0,3,6,30.5,0,Failed
2388,53,UK,Intermediate,5,6.2,53,2,35,0,0,2,9,64.9,1,Passed
2389,46,India,Intermediate,4,11.8,57,4,42,0,0,5,4,60.2,1,Passed
2390,51,UK,Advanced,3,9.8,57,2,37,1,1,8,6,78.8,1,Passed
2391,34,Indonesia,Advanced,5,9.8,45,2,45,0,1,3,7,73.2,1,Passed
2392,51,Bangladesh,Beginner,10,8.1,66,2,32,0,1,2,2,51.9,0,Failed
2393,45,USA,No prior experience,15,3.6,65,2,36,0,0,9,1,15.1,0,Failed
2394,48,Other,Advanced,3,6.9,50,1,43,0,0,2,10,53.0,0,Failed
2395,33,Pakistan,Beginner,8,9.9,66,0,34,0,0,4,8,46.7,0,Failed
2396,43,Brazil,No prior experience,13,3.2,57,0,35,1,1,7,8,13.0,0,Failed
2397,26,Pakistan,Beginner,3,8.9,58,2,42,1,1,6,7,47.8,0,Failed
2398,48,Germany,Beginner,1,14.0,62,2,42,1,0,5,9,55.4,0,Failed
2399,32,Nigeria,Intermediate,9,10.2,56,1,35,0,1,4,9,54.7,0,Failed
2400,21,Indonesia,Beginner,15,11.2,53,0,29,0,1,5,3,34.9,0,Failed
2401,19,UK,No prior experience,9,7.7,50,1,43,0,0,5,1,6.2,0,Failed
2402,35,Brazil,Advanced,6,9.9,74,2,45,0,0,8,9,77.1,1,Passed
2403,42,Bangladesh,Intermediate,10,4.8,74,3,32,0,1,3,1,54.1,0,Failed
2404,30,Bangladesh,Beginner,1,9.4,56,1,29,0,1,3,1,35.4,0,Failed
2405,21,Bangladesh,No prior experience,8,9.0,65,4,38,0,0,2,5,45.0,0,Failed
2406,29,Other,Beginner,2,7.9,74,1,45,0,0,3,2,42.4,0,Failed
2407,26,Germany,Beginner,9,10.9,65,3,47,0,1,9,2,56.8,0,Failed
2408,54,Bangladesh,No prior experience,14,5.4,52,1,38,0,0,6,5,14.8,0,Failed
2409,24,Bangladesh,No prior experience,8,6.4,60,2,52,0,1,2,7,30.0,0,Failed
2410,41,Indonesia,Intermediate,3,7.3,52,1,42,1,0,5,6,45.2,0,Failed
2411,31,Germany,Beginner,13,3.9,58,3,41,0,0,5,5,29.4,0,Failed
2412,20,USA,Beginner,5,7.7,51,1,36,0,0,6,3,39.2,0,Failed
2413,25,USA,No prior experience,9,1.8,64,3,45,0,1,6,9,37.2,0,Failed
2414,18,Germany,Beginner,13,10.1,63,0,28,0,1,7,8,49.9,0,Failed
2415,28,Nigeria,Intermediate,1,7.1,72,0,42,1,1,2,3,45.3,0,Failed
2416,45,Other,No prior experience,9,5.4,42,3,46,0,0,1,7,25.7,0,Failed
2417,21,Brazil,No prior experience,15,4.5,45,2,37,1,1,2,3,23.5,0,Failed
2418,32,Pakistan,Beginner,4,6.3,58,2,33,0,1,4,6,31.3,0,Failed
2419,34,Indonesia,Advanced,4,9.1,51,4,40,1,0,7,3,72.0,1,Passed
2420,50,India,Beginner,15,8.6,56,1,49,1,1,6,8,60.3,1,Passed
2421,41,USA,No prior experience,4,4.9,58,3,28,1,1,6,3,27.9,0,Failed
2422,20,Germany,No prior experience,10,4.5,75,2,42,0,1,8,5,36.3,0,Failed
2423,44,Brazil,Intermediate,12,9.0,48,6,32,1,1,5,3,84.1,1,Passed
2424,52,Germany,No prior experience,9,4.8,60,2,42,0,1,7,8,40.7,0,Failed
2425,35,Pakistan,Beginner,14,7.2,53,1,39,0,1,7,10,37.0,0,Failed
2426,36,Brazil,Beginner,6,7.4,74,1,42,1,0,5,9,60.2,1,Passed
2427,25,USA,No prior experience,11,7.9,67,1,40,1,1,5,6,36.1,0,Failed
2428,20,Bangladesh,Intermediate,8,9.6,50,4,34,0,0,7,10,81.2,1,Passed
2429,51,Germany,Intermediate,12,3.2,62,2,28,1,1,10,4,29.2,0,Failed
2430,21,India,Beginner,14,1.3,64,4,41,0,1,6,10,55.5,0,Failed
2431,41,USA,No prior experience,4,5.3,49,4,50,0,1,1,4,29.9,0,Failed
2432,19,UK,No prior experience,3,12.4,74,0,31,1,1,5,5,41.0,0,Failed
2433,54,India,Beginner,14,13.1,62,1,48,0,0,6,3,39.4,0,Failed
2434,54,Nigeria,Beginner,1,12.5,59,1,34,0,1,5,4,50.0,0,Failed
2435,50,Other,No prior experience,10,6.4,57,3,44,0,0,2,4,30.6,0,Failed
2436,16,USA,No prior experience,15,1.7,60,2,50,1,0,5,1,25.1,0,Failed
2437,39,Bangladesh,No prior experience,15,0.0,61,4,34,0,1,6,1,19.9,0,Failed
2438,51,USA,Advanced,7,5.2,57,1,32,0,1,7,9,67.3,1,Passed
2439,21,Pakistan,Intermediate,4,6.4,55,1,40,0,0,3,3,40.5,0,Failed
2440,46,Brazil,Advanced,14,10.9,61,4,34,1,0,5,5,70.6,1,Passed
2441,35,Germany,No prior experience,8,9.6,51,5,28,1,0,5,2,44.7,0,Failed
2442,39,Brazil,Advanced,14,7.7,68,2,33,1,1,3,1,62.1,1,Passed
2443,40,Brazil,No prior experience,3,4.3,74,2,37,1,1,3,7,42.6,0,Failed
2444,51,USA,Beginner,1,4.1,54,2,46,0,0,1,10,33.6,0,Failed
2445,36,Pakistan,Intermediate,5,7.8,57,1,45,0,1,4,9,62.3,1,Passed
2446,45,Germany,No prior experience,14,9.1,55,4,34,0,0,5,4,34.5,0,Failed
2447,39,Germany,Beginner,2,8.2,55,2,37,0,1,8,4,54.8,0,Failed
2448,45,Brazil,No prior experience,3,3.9,64,1,34,0,0,4,3,7.4,0,Failed
2449,37,Nigeria,No prior experience,14,9.0,50,3,44,1,1,7,3,37.1,0,Failed
2450,43,Other,Beginner,6,8.3,55,1,31,0,0,3,2,29.1,0,Failed
2451,22,Pakistan,Beginner,3,3.8,52,1,31,0,1,6,3,35.6,0,Failed
2452,50,Nigeria,Intermediate,3,4.6,60,3,34,0,1,4,5,55.8,0,Failed
2453,43,Indonesia,Beginner,12,9.1,49,1,40,0,0,7,8,29.9,0,Failed
2454,29,Indonesia,Beginner,6,6.3,79,0,34,0,0,2,8,30.8,0,Failed
2455,25,India,No prior experience,5,11.8,55,1,37,1,0,6,5,15.9,0,Failed
2456,31,Brazil,No prior experience,10,8.5,50,4,35,0,1,6,1,36.4,0,Failed
2457,31,Germany,Advanced,9,5.5,63,2,42,0,0,4,10,45.7,0,Failed
2458,46,USA,No prior experience,1,7.0,61,0,44,1,1,7,2,24.7,0,Failed
2459,40,Germany,Beginner,13,7.2,54,3,48,0,1,8,8,51.6,0,Failed
2460,28,Germany,No prior experience,3,4.8,52,3,39,1,0,4,10,44.3,0,Failed
2461,21,Bangladesh,Intermediate,3,4.3,60,4,45,0,0,9,9,57.6,0,Failed
2462,24,Germany,Intermediate,11,9.1,65,2,40,1,1,3,7,61.0,1,Passed
2463,51,India,No prior experience,6,9.5,68,2,39,0,0,6,9,42.8,0,Failed
2464,35,Nigeria,No prior experience,8,8.8,73,3,40,1,0,4,9,38.6,0,Failed
2465,33,Indonesia,Beginner,3,11.5,68,1,32,0,1,1,6,48.0,0,Failed
2466,36,Germany,Beginner,3,5.4,52,3,34,0,0,6,6,33.4,0,Failed
2467,19,Germany,No prior experience,6,12.0,61,1,43,1,0,6,7,45.2,0,Failed
2468,48,Bangladesh,Intermediate,8,4.3,52,2,42,0,0,4,1,42.5,0,Failed
2469,42,Pakistan,No prior experience,6,4.0,61,3,40,0,1,8,9,43.9,0,Failed
2470,22,USA,Intermediate,13,1.7,70,3,35,0,0,4,1,31.6,0,Failed
2471,21,Pakistan,Beginner,12,5.7,58,0,42,0,1,7,8,45.0,0,Failed
2472,30,USA,No prior experience,14,5.5,58,2,53,1,0,7,10,25.0,0,Failed
2473,33,Other,Beginner,10,8.6,63,2,44,1,0,4,2,32.5,0,Failed
2474,47,Germany,Beginner,3,7.7,60,2,33,0,1,7,10,55.8,0,Failed
2475,26,Bangladesh,No prior experience,4,3.4,70,1,38,0,0,2,7,8.1,0,Failed
2476,35,UK,Beginner,1,5.8,63,1,32,1,0,9,5,48.9,0,Failed
2477,39,Brazil,No prior experience,13,5.9,55,0,40,0,0,5,8,26.3,0,Failed
2478,30,Indonesia,No prior experience,8,1.7,60,1,40,1,1,9,10,45.5,0,Failed
2479,22,Nigeria,No prior experience,4,4.1,52,4,43,0,0,10,7,30.6,0,Failed
2480,36,Indonesia,Beginner,6,4.7,57,3,33,1,1,4,8,52.0,0,Failed
2481,41,Nigeria,No prior experience,11,11.3,56,3,39,0,1,9,2,39.5,0,Failed
2482,29,Other,Beginner,3,7.6,65,4,35,0,0,5,10,59.1,0,Failed
2483,52,Pakistan,Beginner,11,9.0,61,1,30,0,0,3,9,57.0,0,Failed
2484,36,India,Beginner,12,2.5,64,4,42,1,1,3,6,44.0,0,Failed
2485,33,Germany,Intermediate,11,10.6,61,1,47,0,1,6,6,61.5,1,Passed
2486,20,UK,Intermediate,6,10.9,70,2,43,1,1,3,6,73.3,1,Passed
2487,18,Nigeria,Beginner,12,1.0,78,2,50,0,0,7,1,36.7,0,Failed
2488,38,Brazil,Beginner,11,4.9,67,0,38,0,0,3,7,26.4,0,Failed
2489,41,Nigeria,No prior experience,9,8.5,56,2,28,1,1,6,2,36.3,0,Failed
2490,52,India,Intermediate,9,8.9,51,2,50,0,1,2,2,55.2,0,Failed
2491,39,Indonesia,No prior experience,10,5.0,70,2,39,0,1,5,5,27.9,0,Failed
2492,34,Bangladesh,No prior experience,3,6.1,51,1,30,0,0,5,6,15.6,0,Failed
2493,40,Indonesia,Intermediate,3,5.2,52,4,47,1,1,4,1,64.0,1,Passed
2494,36,Other,No prior experience,4,7.3,64,3,43,0,0,8,1,39.3,0,Failed
2495,27,Bangladesh,No prior experience,12,10.6,41,3,40,0,0,7,1,20.3,0,Failed
2496,48,Indonesia,Beginner,7,4.7,58,3,41,0,1,4,7,33.6,0,Failed
2497,19,Brazil,Beginner,3,10.0,73,4,34,0,1,4,1,53.5,0,Failed
2498,22,Indonesia,Intermediate,10,4.7,42,0,42,0,0,3,9,29.9,0,Failed
2499,37,Brazil,Intermediate,8,4.5,58,3,36,1,1,4,3,45.4,0,Failed
2500,48,Brazil,No prior experience,11,9.5,62,2,42,0,0,3,10,30.6,0,Failed
2501,32,Bangladesh,No prior experience,8,9.8,65,4,37,1,0,2,2,45.6,0,Failed
2502,39,Pakistan,Beginner,6,9.6,63,1,37,0,1,5,6,40.4,0,Failed
2503,49,USA,No prior experience,4,3.1,70,1,48,1,0,8,2,14.8,0,Failed
2504,43,Germany,Beginner,11,5.6,78,1,40,1,0,7,5,48.5,0,Failed
2505,54,Nigeria,No prior experience,12,9.5,60,2,44,0,0,7,5,43.2,0,Failed
2506,37,USA,Beginner,11,7.1,56,3,45,0,0,4,9,47.1,0,Failed
2507,32,India,Beginner,5,3.8,66,2,31,1,0,3,4,40.8,0,Failed
2508,49,Pakistan,Beginner,12,8.4,66,1,46,0,1,4,8,56.4,0,Failed
2509,21,USA,Beginner,2,4.9,56,1,43,0,1,5,7,28.6,0,Failed
2510,21,Bangladesh,Beginner,13,12.4,71,0,32,1,0,2,7,58.5,0,Failed
2511,49,India,No prior experience,6,11.6,68,3,42,0,1,7,1,45.0,0,Failed
2512,16,UK,No prior experience,3,8.8,53,5,36,0,1,2,6,33.5,0,Failed
2513,25,Pakistan,No prior experience,15,11.1,59,1,31,1,1,6,6,39.3,0,Failed
2514,36,USA,Beginner,6,7.2,58,3,59,0,0,9,10,49.2,0,Failed
2515,20,India,Beginner,12,9.3,46,2,49,0,0,6,8,43.8,0,Failed
2516,17,UK,Beginner,5,11.4,62,0,28,0,1,9,6,45.0,0,Failed
2517,37,Indonesia,No prior experience,14,7.7,60,3,40,0,0,2,8,42.8,0,Failed
2518,17,India,Beginner,2,6.2,62,2,38,1,0,4,6,45.3,0,Failed
2519,25,Bangladesh,Intermediate,15,1.9,69,1,31,1,1,4,8,50.9,0,Failed
2520,49,Indonesia,No prior experience,12,6.8,67,1,34,0,0,5,5,18.7,0,Failed
2521,31,Bangladesh,No prior experience,13,9.5,52,2,32,1,1,4,9,38.4,0,Failed
2522,54,USA,No prior experience,14,9.8,52,3,47,0,1,6,4,24.8,0,Failed
2523,37,Germany,Beginner,5,8.5,36,2,31,1,1,5,6,46.6,0,Failed
2524,27,USA,Beginner,5,5.4,46,1,42,0,1,3,2,27.3,0,Failed
2525,39,Indonesia,No prior experience,14,1.1,68,4,40,0,0,6,3,29.4,0,Failed
2526,53,Brazil,Beginner,9,5.5,56,1,41,0,1,5,4,38.9,0,Failed
2527,25,USA,No prior experience,11,6.1,65,5,40,0,1,5,3,21.1,0,Failed
2528,50,Indonesia,Beginner,8,6.1,56,2,38,0,0,5,7,35.4,0,Failed
2529,47,India,Beginner,12,8.9,79,0,48,0,1,3,9,67.7,1,Passed
2530,22,Other,Intermediate,12,13.0,67,1,41,1,1,8,6,72.4,1,Passed
2531,36,USA,No prior experience,7,7.4,56,2,45,1,1,8,3,42.4,0,Failed
2532,35,India,Intermediate,15,6.3,65,3,39,1,1,4,9,67.3,1,Passed
2533,41,Bangladesh,Intermediate,15,6.2,67,2,50,0,0,2,1,42.0,0,Failed
2534,19,Pakistan,No prior experience,12,7.4,55,0,46,0,0,6,5,10.2,0,Failed
2535,37,Germany,No prior experience,13,4.5,62,0,35,0,0,7,10,24.4,0,Failed
2536,30,Bangladesh,Beginner,15,7.4,72,2,43,0,0,9,10,52.8,0,Failed
2537,36,Bangladesh,Intermediate,14,8.4,59,1,24,0,0,7,5,56.3,0,Failed
2538,30,Indonesia,Intermediate,3,7.6,58,2,35,0,1,5,2,58.7,0,Failed
2539,37,Brazil,Beginner,10,8.4,71,2,34,0,1,7,5,42.5,0,Failed
2540,43,Nigeria,Intermediate,4,8.3,50,2,38,1,0,4,1,40.7,0,Failed
2541,29,Other,No prior experience,6,1.7,67,0,51,1,1,8,1,10.5,0,Failed
2542,42,Brazil,No prior experience,3,8.9,56,0,38,0,0,6,4,16.3,0,Failed
2543,43,Indonesia,Advanced,11,5.0,65,2,41,1,1,2,6,63.1,1,Passed
2544,41,Germany,Intermediate,9,3.7,62,2,35,0,1,5,2,42.9,0,Failed
